,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
358,Government Resources to Help Market Your Business Overseas,"b'Email Marketing is Not Dead, Bring it Back to Life With These Resources' (0.66)",b'The Referral Engine: Teaching Your Business to Market Itself' (0.66),b'Getting Your Invention To Market' (0.62),b'Manta Business Directory Upgrades to Help You Get Discovered' (0.61),b'The Evolution of Affiliate Marketing' (0.59),b'How to Market Your Business on Twitter Like a Pro' (0.56),b'The Psychology of Color in Marketing' (0.56),b'3 Steps to Performing Content Marketing on a Shoestring Budget' (0.54),b'Is Your Online Marketing Strategy Up to Date?' (0.54),b'Increase Your Website Credibility in the Age of Content Marketing' (0.53)
359,Communicating to Employees About Health Insurance Open Enrollment,b'How Do Your Employee Benefits Stack Up?' (0.89),"b'Give Quantitative, Monetary Values to Employee Benefits or Risk Attrition' (0.84)",b'25 of the Best Cities for Freelancers to Work and Play' (0.82),b'Employers Say Wellness Programs Work' (0.74),b'Do You Trust Your Employees to Work Remotely?' (0.70),b'A Quick Guide to What You Should Be Doing NOW for the Affordable Care Act' (0.68),b'Flexible Working: Win-Win For Employers and Employees' (0.66),b'7th Pay Commission is here! Central govt employees to receive pay hike from next month' (0.66),b'How To Integrate Your Remote Office Effectively' (0.65),b'How Do You Feel About Raising the Minimum Wage?' (0.65)
360,"Buy  BEML, target Rs  1000  :   Kunal Bothra","b'What to buy, sell and hold' (0.76)",b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.71),b'Chinese yuan strengthens' (0.70),"b""Here's the salary you have to earn to buy a home in 19 major US cities"" (0.67)",b'Putin and Erdogan move towards repairing Russia-Turkey ties' (0.64),b'The 10 most luxurious first-class plane cabins in the world' (0.63),"b'India orders four maritime spy planes from Boeing, bolsters navy' (0.62)",b'Rupee down against dollar' (0.62),b'Oil prices fall on oversupply concerns despite output cuts' (0.62),b'7th Pay Commission is here! Central govt employees to receive pay hike from next month' (0.62)
361,STOCKS GO NOWHERE: Here's what you need to know,"b""STOCKS RISE: Here's what you need to know"" (0.98)","b""STOCKS FALL: Here's what you need to know"" (0.97)",b'The 10 things in advertising you need to know today' (0.96),"b""STOCKS RALLY: Here's what you need to know"" (0.95)",b'10 things you need to know before the opening bell' (0.95),b'Five Things You Need to Know to Start Your Day' (0.95),b'10 things in tech you need to know today' (0.92),b'100 movies on Netflix that everyone needs to watch in their lifetime' (0.87),b'Mobile Payments are Exploding: What You Need to Know as a Retailer' (0.78),b'Are You Operating Your Business in Multiple States? What You Need to Know' (0.76)
362,Stay At Home Mom Launched $24 Million Franchise in her Living Room,b'Types of Franchises And How To Find Them' (0.79),b'Mompreneur Launches $3 Million Business Selling Superhero Capes' (0.77),b'Entrepreneurial Monks Launch Brewery to Keep the Abbey Open' (0.77),b'Franchising And Politics' (0.76),b'Introduction To Franchising' (0.75),b'A Look at Franchises Specializing In Security' (0.71),"b'North Korea Missile Launches, Nuclear Detonations: Timeline' (0.71)",b'How an MBA grad became a marketplace millionaire by selling umbrellas' (0.63),b'Franchising In The Downturn And Recovery' (0.62),b'How a Meetup Group Led a Mompreneur to Launch a Business' (0.62)
363,9 Things Small Retailers Must Know to Survive and Thrive,b'The 10 things in advertising you need to know today' (0.75),b'10 things you need to know before the opening bell' (0.73),b'Five Things You Need to Know to Start Your Day' (0.72),"b""STOCKS GO NOWHERE: Here's what you need to know"" (0.70)","b""STOCKS RALLY: Here's what you need to know"" (0.69)",b'10 things in tech you need to know today' (0.65),b'5 Things You May not Know about Small Business Taxes' (0.64),"b""STOCKS RISE: Here's what you need to know"" (0.62)","b""STOCKS FALL: Here's what you need to know"" (0.60)",b'Mobile Payments are Exploding: What You Need to Know as a Retailer' (0.58)
364,Why Small Businesses Have Trouble Getting Credit,b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.95),b'How Much Will the Sequester Cost Small Business Contractors?' (0.94),b'How the IRS Scandal Might Benefit Small Business' (0.92),b'An Update on the Greater Opportunities for Small Business Act' (0.92),b'Reward your Small Business with the Capital One Spark' (0.91),b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.91),b'As Presidential Race Tightens Small Business Plays Big Role' (0.89),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.88),b'Small Business Leads To Better Economy' (0.85),b'Small Business Wellness Programs and Return On Investment (ROI)' (0.85)
365,Senate Considering New Visa Program To Encourage Tech Startups,"b'VC Firm IvyCap is going into IITs, IIMs and ISB to fund startups.\nYes, Christmas just came early this year' (0.73)",b'1001 Startup Ideas - Delivery Aggregator in a city' (0.73),b'Tech Startup Viddler is a Hometown Success Story' (0.71),"b""AdPushup, a tech startup backed by Microsoft Accelarator just raised Series A funding from Japan's Geniee, Inc"" (0.69)",b'What NOT to Spend On In Your Startup' (0.68),b'The Hiring Roadmap We Advise for All Our Portfolio Startups' (0.68),b'Charitable Startup Finds New Use for Old Cardboard Boxes' (0.66),b'Consumer Attitudes Indicate a New Year with Old Spending Habits' (0.66),b'15 Startup Mistakes You Should Avoid' (0.65),b'How Do You Feel About Raising the Minimum Wage?' (0.64)
366,3 Steps to Performing Content Marketing on a Shoestring Budget,b'Getting Your Invention To Market' (0.87),b'Coca-Cola: Marketing Done Right' (0.86),b'Increase Your Website Credibility in the Age of Content Marketing' (0.85),b'The Psychology of Color in Marketing' (0.85),b'Loni Stark of Adobe: Digital Marketing Solutions in the Cloud' (0.84),b'45+ Tools for Content Curation and Content Marketing' (0.84),b'The Evolution of Affiliate Marketing' (0.83),"b'Email Marketing is Not Dead, Bring it Back to Life With These Resources' (0.81)",b'5 Reasons SMBs Need Content Marketing' (0.78),b'SMB Marketing Is About Telling Your Story' (0.78)
367,Agriculture has seen little reform in 25 years but there are crorepati farmers who have come up the hard way,b'Here comes the Baker Hughes rig count ...' (0.66),b'Here come initial jobless claims ...' (0.64),b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.64),b'ZenPayroll Could Change the Way You Pay' (0.63),b'Kid Inventors Come Up With Creative Environmental Solutions' (0.63),b'Here comes the jobs report ...' (0.63),b'Here come ADP private payrolls ...' (0.63),"b'Meet Byju, whos changing the way India learns' (0.61)",b'With great stardom comes great stress  learn how to de-stress from your favourite celebrities and leaders' (0.61),b'4 ways to tell whether it is love or lust' (0.61)
368,LG Launching G4 Flagship Phone and One for Doodling,b'Amazon Launches a Phone! Fire Has a Scan and Buy Feature' (0.92),"b'North Korea Missile Launches, Nuclear Detonations: Timeline' (0.84)",b'Sony Unveils Xperia Z3 Flagship Phone' (0.78),b'Entrepreneurial Monks Launch Brewery to Keep the Abbey Open' (0.73),"b'Reliance Jio is yet to be launched, but is already breaking rules' (0.72)",b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.70),"b'Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets' (0.69)","b'Microsoft Now 5th Largest Tablet Seller, Propelled by Upbeat Ad' (0.66)",b'Nokia Introduces 6 Inch Phone with Business Functionality' (0.62),b'Rumors Are Confirmed; Instagram Adds Video' (0.61)
369,Lodha says it sold Rs 150-160 cr new property in last 10 days,"b'Demonetisation: Banks may trim base rate by 360 bps in 3-4 years, says Ambit' (0.74)","b""Govt's decision to demonetise a retrograde move: Arvind Sanger"" (0.72)",b'Spotlight: Margaritas Restaurant Brings Mexican Culture to New England' (0.70),b'The 5 best new songs you can stream right now' (0.64),b'Sauca Foods:  New Flair for the Food Truck Trend' (0.61),b'Odd Lots' (0.60),b'Thanks to TheAppleBlog Sponsors!' (0.59),"b'Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs' (0.57)",b'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS' (0.57),b'These 19 companies are racing to put driverless cars on the road by 2020' (0.54)
370,"CBS MarketWatch.com: Director of Ad Development, NYC",b'Chrome Cracks Down on Extensions for Adding Unwanted Adware' (0.78),"b'Yahoo: Director Product Management, Yahoo! Finance, Sunnyvale, CA' (0.74)",b'Yahoo Opens Its Ad Network to Other Publishers' (0.71),"b'TheStreet.com: Marketing Manager, NYC' (0.69)",b'Twitter Officially Launches Mobile Ads Manager' (0.65),"b'New Line Cinema: Director, Interactive Marketing, LA' (0.65)","b'Citysearch: Product Manager, LA' (0.64)",b'IDG Entertainment: Director of Marketing' (0.62),b'Are PPC Ads Following You?' (0.62),b'Twitter Ads API Gives You More Advertising Options' (0.59)
371,15 Ways to Avoid Bad Online Reviews,b'11 Ways To Do More With Online Video' (0.85),b'21 Often-Overlooked Ways to Generate Leads Online' (0.81),b'Lumiary Lights the Way for Marketing Your Online Business' (0.71),b'Top 5 Online Credibility Killers' (0.71),b'5 Ways Negative Reviews Are Good For Business' (0.70),b'4 ways to tell whether it is love or lust' (0.69),b'3 Foundational Tips to Beat Negative Online Reviews' (0.68),b'The Sweet Sound of Online Sales: Review of KaChing' (0.64),b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.62),b'LotusJump Review: Do-It-Yourself Online Marketing Service' (0.60)
372,Improve Social Selling with These Top Tools and Platforms,"b'Infusionsoft Bucks Acquisition Trend, Builds Its Own Social Features' (0.81)",b'Batchbook and HootSuite Integration: View Social Media Activity and Customer Contacts Together' (0.80),b'Vertical Response Acquires Social Media Platform Roost' (0.79),b'Buffer Hack Spams Social Media Followers' (0.75),b'The State of Social Media' (0.73),b'10 Social Media Resolutions for 2012' (0.72),b'Bieber Invests in Social Media for Teens' (0.71),b'How to Strengthen Your Social Media Content Marketing Strategy' (0.70),b'The Thank You Economy:  Show You Care for People Through Social Media' (0.68),b'Shocker: People Do Not Read What They Share on Social Media' (0.67)
373,The 2012 Local Search Ranking Factors Report Is In,b'Local Marketing and the Google Pigeon Update' (0.76),b'Nina Yiamsamatha of Foursquare: Future of Global Search is Personalized and Local' (0.75),"b'Mike Blumenthal Talks Local Search Marketing, Pigeon Update' (0.73)",b'Google Gets Heavy-Handed In Local Search' (0.64),b'What Google+ Local Pages Means to Your Business' (0.57),b'Picking Winning Keywords For Your SMB Site' (0.57),b'Google Increases Transparency Around Click Fraud' (0.54),b'5 Surprising Mobile Search Statistics and Facts' (0.54),b'Google Releases Real-Time Reputation Problem' (0.52),b'Customer Relations Blunder? Google Causes Stir Over Easter Doodle' (0.52)
374,Here come initial jobless claims ...,b'Here come ADP private payrolls ...' (0.99),b'Here comes the Baker Hughes rig count ...' (0.97),b'Here comes the jobs report ...' (0.96),b'FCC Decision on Net Neutrality Coming Soon' (0.90),b'Here comes consumer confidence ...' (0.90),b'Here come retail sales ...' (0.86),b'Here come personal income and spending ...' (0.86),b'Here comes industrial production ...' (0.82),b'Kid Inventors Come Up With Creative Environmental Solutions' (0.77),b'Here comes the Beige Book ...' (0.75)
375,Spotlight: Margaritas Restaurant Brings Mexican Culture to New England,b'Sauca Foods:  New Flair for the Food Truck Trend' (0.83),b'Lodha says it sold Rs 150-160 cr new property in last 10 days' (0.70),b'New Business Trend: Pricey Play Date Consultants' (0.68),b'Spotlight: My Elder Advocate Puts Seniors First' (0.61),b'Rs 1 Cr sales in four months  how a software engineer is giving Mandyas debt-ridden farmers a new lease of life' (0.61),b'Retail Trends:  The Eyes Have It' (0.58),b'New Amazon Kindles Will Be More Like Tablets' (0.58),b'Consumer Attitudes Indicate a New Year with Old Spending Habits' (0.58),b'New Asus Android Tablet Will Retail for Under $150' (0.58),b'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS' (0.55)
376,How to Win Media Coverage as an SMB,b'How Can SMB Owners Learn Social Media?' (0.90),b'10 Social Media Resolutions for 2012' (0.90),b'The Thank You Economy:  Show You Care for People Through Social Media' (0.83),b'Can SMB Owners Make Social Media Useful?' (0.81),b'Shocker: People Do Not Read What They Share on Social Media' (0.81),b'The State of Social Media' (0.81),b'Read Impact Equation to Help You Harness Your Social Media Message' (0.80),b'5 Essential Social Sharing Buttons for Your Site' (0.80),b'Bieber Invests in Social Media for Teens' (0.77),b'Buffer Hack Spams Social Media Followers' (0.72)
377,Read Adaptability and Learn to Thrive in Any Environment,"b'5 entrepreneurship lessons to learn from Colonel Sanders, the culprit responsible for your finger-licking mania' (0.73)",b'Read The Other Side of Innovation to Transform Your Revolutionary Ideas' (0.65),b'How to Be a Fierce Competitor' (0.62),b'Read Impact Equation to Help You Harness Your Social Media Message' (0.60),b'Read iPhone Millionaire to Create Professional Looking Videos' (0.60),b'How an English teacher conquered China : Wisdom of Jack Ma condensed into 33 quotes' (0.58),b'Read Digital Dollar to Get Your Online Strategy in Gear' (0.58),"b'Court Reverses $338,000 Award for User Generated Content' (0.57)","b'Exceed Your Indiegogo Goals by 1,000 Percent with These Lessons' (0.56)","b'Fraudulent DMCA Takedown Requests: Finally, a Lid on Them?' (0.54)"
378,Ever Wonder How to Build a Business as a Personal Stylist?,b'How best friends turned co-founders are building their dream business' (0.85),b'Build your Business Through The Economics of Integrity' (0.76),b'A 101 Guide To Building Your Personal Brand' (0.76),b'Best Business Gifts Under $25 for 2015' (0.75),"b'21 Year Old Solves Own Acne Problem, Builds Business' (0.75)",b'Why Networking in Person Still Matters' (0.69),b'When to Give Business Gifts and Who to Give Them to' (0.66),b'The Blink Factor: Time Management Can Build or Break Your Business' (0.66),b'The Gen Y Handbook: Talking Business With Millennials' (0.63),b'A Good Sense Of Humor is Great For Your Sense Of Life and Business' (0.62)
379,When to Give Business Gifts and Who to Give Them to,b'Why Word-of-Mouth Should Be Core to Your Business' (0.89),b'TaskRabbit Switches Business Models' (0.87),b'How to Turn Your Hobby Into a Business' (0.86),b'Best Business Gifts Under $25 for 2015' (0.80),b'Build your Business Through The Economics of Integrity' (0.78),b'The Gen Y Handbook: Talking Business With Millennials' (0.78),b'Satanic Latte Art? How Should a Business Respond?' (0.72),b'Improving Your Community Can Improve Your Business' (0.70),b'How best friends turned co-founders are building their dream business' (0.69),b'15 Power Foods To Boost Your Business' (0.69)
380,Read Impact Equation to Help You Harness Your Social Media Message,b'The Thank You Economy:  Show You Care for People Through Social Media' (0.89),b'How Can SMB Owners Learn Social Media?' (0.86),b'Shocker: People Do Not Read What They Share on Social Media' (0.86),b'10 Social Media Resolutions for 2012' (0.86),b'The State of Social Media' (0.84),b'How to Win Media Coverage as an SMB' (0.80),b'Bieber Invests in Social Media for Teens' (0.80),b'Read Social Marketology to Create Profitable Social Media Marketing' (0.78),b'Can SMB Owners Make Social Media Useful?' (0.76),b'Navigating Social Media Legal Risks: Keeping Your Marketing Legally Safe' (0.75)
381,ONvocal Unveils Mix360 Noise Cancelling Headphones,b'HP Reinventing Traditional Computers With Mini Desktop PC' (0.83),b'Microsoft Temporarily Cuts the Price on the Surface 2' (0.78),b'HTC Announces UH OH Protection for When an Oopsie Occurs' (0.77),b'Mix360 Headset Promises Hi-Fi Experience From Your Smartphone' (0.75),b'Lenovo A7000 Phablet Offers Super Sound and Little Interference' (0.75),b'Sony Unveils Xperia Z3 Flagship Phone' (0.73),"b'Microsoft Drops Price of Surface Pro Tablets, Too' (0.72)",b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.70),b'Call+ Offers Free Landline Calls To 16 Countries' (0.70),"b'Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets' (0.68)"
382,Game Plan:,b'Photographer Driven Bananas Over Wikipedia Monkey Selfies' (0.82),b'Odd Lots' (0.74),b'The 10 most luxurious first-class plane cabins in the world' (0.72),b'Odd Lots:' (0.70),b'Thanks to TheAppleBlog Sponsors!' (0.68),b'RANKED: The 20 best Nintendo 64 games of all time' (0.66),b'How an English teacher conquered China : Wisdom of Jack Ma condensed into 33 quotes' (0.63),b'Birth to re-birth: The man who made Savita Bhabhi' (0.60),b'Getting Comfortable With Self-Promotion' (0.57),"b'Up close & personal: How Sunny Leone handles stocks, land, gold, other assets' (0.57)"
383,The Hiring Roadmap We Advise for All Our Portfolio Startups,b'What NOT to Spend On In Your Startup' (0.93),b'15 Startup Mistakes You Should Avoid' (0.93),"b""AdPushup, a tech startup backed by Microsoft Accelarator just raised Series A funding from Japan's Geniee, Inc"" (0.93)","b'VC Firm IvyCap is going into IITs, IIMs and ISB to fund startups.\nYes, Christmas just came early this year' (0.91)",b'[Video] The Single Biggest Reason Why Startups Succeed' (0.90),b'Tech Startup Viddler is a Hometown Success Story' (0.88),b'1001 Startup Ideas - Delivery Aggregator in a city' (0.83),b'A 30 Point Checklist for Your Startup' (0.81),b'Personal task management startup dunzo raises $650K funding from Blume Ventures and Aspada' (0.80),b'These were the 10 biggest European tech stories thisweek' (0.76)
384,Is the S Corp Right for Your Small Business?,b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.88),b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.81),b'Why Small Businesses Have Trouble Getting Credit' (0.81),b'Top 4 Health Insurance Trends for Small Businesses' (0.81),b'How the IRS Scandal Might Benefit Small Business' (0.80),b'Lawton Ursrey of SageOne: Improve Small Business Efficiency' (0.80),b'How Much Will the Sequester Cost Small Business Contractors?' (0.79),b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.79),b'Your New Year Small Business Checklist' (0.78),b'How Health Care Reform Changes Impact the Small Business Owner' (0.78)
385,Here's the salary you have to earn to buy a home in 19 major US cities,"b'What to buy, sell and hold' (0.68)","b'Buy  BEML, target Rs  1000  :   Kunal Bothra' (0.67)",b'Putin and Erdogan move towards repairing Russia-Turkey ties' (0.66),b'Franchising In The Downturn And Recovery' (0.65),b'Introduction To Franchising' (0.60),b'How Do You Feel About Raising the Minimum Wage?' (0.58),b'Types of Franchises And How To Find Them' (0.57),b'European shares lifted by solid earnings but RBS slumps' (0.56),b'Tata Chemicals Q1 profit up 32.34 pc at Rs 279.65 crore' (0.56),b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.53)
386,HP Officejet Pro 8630 Takes Business Printing Mobile,b'Speed Up Your Mobile Browsing with Dolphin' (0.79),"b'Quip Allows Mobile Word Processing, Collaboration' (0.78)",b'Infusionsoft Announces Mobile Payments and More at ICON15' (0.75),b'5 Surprising Mobile Search Statistics and Facts' (0.69),b'New iPhone May Offer a Mobile Payment Platform' (0.69),b'Mobile Coupons Slowly Gain Steam With Users' (0.65),b'How to Create a Mobile Office for Your Small Business' (0.63),b'5 Points to Remember About Mobile SEO' (0.62),b'SMB Owners Get Mobile Coupons For The Holidays' (0.61),"b'BlackBerry Plans Personal, Business Accounts On One Device' (0.61)"
387,45 million email subs cant be wrong: How RetailMeNot drives LTV through acquisition and engagement (VBLive),"b'Anthony Smith of Insightly: How to Attract 20,000 Users in 3 Months' (0.59)",b'Brennan Loh of Shopify: The Future of Ecommerce is in Customer Engagement' (0.59),b'Apple Pays $200 Million for Topsy' (0.56),b'Meet 15 Movers and Shakers at ICON15' (0.53),b'The 5 Types of Influencers On The Web' (0.52),b'WhatsApp Messaging Service Reaches 400 Million Active Users' (0.52),b'How millions from the Bangladesh Bank heist disappeared' (0.51),b'Ten Approaches That May Shape the Future of eCommerce' (0.50),b'Could Your Next Pizza be Delivered by a Drone?' (0.50),b'Multi-Screen Ecommerce Strategy: Beyond the Single Shopping Screen' (0.49)
388,Entrepreneur Creates Winery on the Third Floor of a Warehouse,b'This African Entrepreneur Creates 3-D Printers Out of E-Waste' (0.98),b'Entrepreneurs Take Us to the Edge of Outer Space' (0.89),b'The Rebel Entrepreneur Rewrites The Rulebook' (0.86),b'Behavioral Economics for Entrepreneurs' (0.83),b'Liquid Soap and Green Tech are Game Changers for This Entrepreneur' (0.82),b'5 lessons from the Bhagvad Gita for every entrepreneur' (0.80),b'When I had no food and only Rs 50 in my pocket  a moving story of an entrepreneur' (0.79),b'Finding Success Empowering Lifestyle Entrepreneurs' (0.76),b'10 Mindsets of Successful Entrepreneurs' (0.75),b'Entrepreneur Gary Vaynerchuk: From Personal Brand to VC Investor' (0.72)
389,Google Increases Transparency Around Click Fraud,b'Google Releases Real-Time Reputation Problem' (0.95),b'Google+ Lifts Real Names Only Policy' (0.92),b'Google Gets Heavy-Handed In Local Search' (0.92),b'Google Improves AdWords Express Program' (0.88),b'YouTube Adds Google Plus Type Comments' (0.87),b'Google Knocks $100 Off Nexus 4' (0.84),"b'Google Glass: Not Yet On Sale, But Already Banned in Some Businesses' (0.83)",b'25 Free WordPress Plugins for Integrating Google Features' (0.82),b'What Google+ Local Pages Means to Your Business' (0.82),b'Customer Asked to Leave Local Business Over Google Glass Policy' (0.82)
390,Speed Up Your Mobile Browsing with Dolphin,"b'Quip Allows Mobile Word Processing, Collaboration' (0.90)",b'Handmark Acquires UK Mobile Game Maker Astraware' (0.89),b'Mobile Coupons Slowly Gain Steam With Users' (0.88),b'5 Points to Remember About Mobile SEO' (0.88),b'SK Telecom-Helio-Virgin Mobile Deal Done; Helio To Be Injected Into VMUSA: Report' (0.88),b'Infusionsoft Announces Mobile Payments and More at ICON15' (0.88),b'5 Surprising Mobile Search Statistics and Facts' (0.87),b'How to Secure and Protect Mobile Devices' (0.85),b'SMB Owners Get Mobile Coupons For The Holidays' (0.83),b'HP Officejet Pro 8630 Takes Business Printing Mobile' (0.79)
391,"Look beyond the hype of certification, look for skills to move up in the real world",b'10 Reasons to Be Optimistic Looking Forward' (0.60),b'Could Your Next Pizza be Delivered by a Drone?' (0.59),b'Med-tech providing sustainable solutions for healthcare' (0.59),b'8 Daily Steps to Compete Like a Champion' (0.57),b'What Are Net Promoter Scores?' (0.57),b'A Look at Franchises Specializing In Security' (0.55),"b'Look at Your Phone For Messages? Nope, Look at Your Pebble Smartwatch' (0.51)",b'30 Crowdfunding Sites to Take Your Venture to the Next Level' (0.51),b'Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage]' (0.50),b'Stay At Home Mom Launched $24 Million Franchise in her Living Room' (0.50)
392,"Venture Capital Trends: A Shrinking, Evolving Industry",b'Angel Investments Since the Economic Downturn' (0.82),b'Angel Investments Update Since the Economic Downturn' (0.79),b'How Do You Feel About Raising the Minimum Wage?' (0.70),"b'Robust Employment Growth, Just not for the Self-Employed' (0.67)","b'S-Corp Audit Rates Inch Down, But Most Targeted Are Compliant' (0.67)",b'Idea Cellular posts 74 percent drop in first quarter profit' (0.67),b'Daily Sprout' (0.64),b'Gross Fixed Capital Formation Weak at Non-Corporate Businesses' (0.62),b'Fox Mobile/Jamba CEO Lucy Hood Resigns; European Focus Going Forward' (0.58),b'The 10 biggest European tech stories thisweek' (0.57)
393,"Quip Allows Mobile Word Processing, Collaboration",b'Speed Up Your Mobile Browsing with Dolphin' (0.90),b'Infusionsoft Announces Mobile Payments and More at ICON15' (0.83),b'Handmark Acquires UK Mobile Game Maker Astraware' (0.79),b'HP Officejet Pro 8630 Takes Business Printing Mobile' (0.78),b'5 Surprising Mobile Search Statistics and Facts' (0.78),b'5 Points to Remember About Mobile SEO' (0.75),b'New iPhone May Offer a Mobile Payment Platform' (0.74),b'How to Secure and Protect Mobile Devices' (0.72),b'SMB Owners Get Mobile Coupons For The Holidays' (0.71),b'SK Telecom-Helio-Virgin Mobile Deal Done; Helio To Be Injected Into VMUSA: Report' (0.71)
394,Sony Unveils Xperia Z3 Flagship Phone,b'Lenovo A7000 Phablet Offers Super Sound and Little Interference' (0.88),"b'Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets' (0.86)",b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.86),b'Nokia Introduces 6 Inch Phone with Business Functionality' (0.81),b'HP Reinventing Traditional Computers With Mini Desktop PC' (0.80),b'Amazon Innovates With New Tablets and e-Readers' (0.80),b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.80),b'HTC Announces UH OH Protection for When an Oopsie Occurs' (0.79),"b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.78)",b'LG Launching G4 Flagship Phone and One for Doodling' (0.78)
395,"Look at Your Phone For Messages? Nope, Look at Your Pebble Smartwatch",b'Print Photos From Your Phone with the Prynt Smartphone Case' (0.73),b'Vine: Now You Can Send Video Messages Directly to Friends and Colleagues' (0.68),b'Sony Unveils Xperia Z3 Flagship Phone' (0.66),b'WhatsApp Messaging Service Reaches 400 Million Active Users' (0.65),b'Rumors Are Confirmed; Instagram Adds Video' (0.64),b'Amazon AWS MarketPlace Puts Desktop Apps in the Cloud' (0.61),b'WitKit Platform Lets Your Team Collaborate in Security' (0.59),b'Adobe Acquires Fotolia for $800 Million' (0.58),b'LG Launching G4 Flagship Phone and One for Doodling' (0.57),b'Amazon Launches a Phone! Fire Has a Scan and Buy Feature' (0.57)
396,4 Lessons The Shifting Legal Sector Can Teach Small Business Owners,b'How the IRS Scandal Might Benefit Small Business' (0.87),b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.85),b'Small Business Wellness Programs and Return On Investment (ROI)' (0.84),b'How Much Will the Sequester Cost Small Business Contractors?' (0.83),b'Small Business Leads To Better Economy' (0.83),b'Why Small Businesses Have Trouble Getting Credit' (0.83),b'Top 4 Health Insurance Trends for Small Businesses' (0.82),b'How Health Care Reform Changes Impact the Small Business Owner' (0.81),"b'Fortune 500 Thrives, But Small Businesses Not So Optimistic' (0.80)",b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.80)
397,What is a Hashtag? And What Do You Do With Hashtags?,b'7 Steps to Writing A Great Blog Post' (0.74),b'20 Reasons People Unfollow You On Twitter' (0.69),b'How To Get Everything You Promised Done' (0.68),b'The 5 Types of Influencers On The Web' (0.65),b'How to Handle a Public Relations Crisis' (0.63),b'Bing Gives Twitter Results Including Hashtags and Handles' (0.63),b'Getting Comfortable With Self-Promotion' (0.60),b'You Should Consider These Things When Choosing Who To Follow On Twitter' (0.60),b'How to Promote Offline Events On The Web' (0.59),"b'Fraudulent DMCA Takedown Requests: Finally, a Lid on Them?' (0.57)"
398,"Facebook, Yelp Follow FourSquare, Launch Deals",b'Yahoo Opens Its Ad Network to Other Publishers' (0.65),b'Entrepreneurial Monks Launch Brewery to Keep the Abbey Open' (0.65),b'Are PPC Ads Following You?' (0.64),"b'North Korea Missile Launches, Nuclear Detonations: Timeline' (0.64)","b'Yelp Will Allow Businesses to Sell Food, Other Services' (0.62)",b'Twitter Ads API Gives You More Advertising Options' (0.62),b'Twitter Officially Launches Mobile Ads Manager' (0.61),b'Stay At Home Mom Launched $24 Million Franchise in her Living Room' (0.59),b'Mompreneur Launches $3 Million Business Selling Superhero Capes' (0.58),b'LG Launching G4 Flagship Phone and One for Doodling' (0.56)
399,Celebrating National Business Etiquette Week,b'BotBeat: This weeks top botstories' (0.85),b'Earnings This Week' (0.84),b'Q2 Earnings This Week' (0.84),b'Earnings Announcements This Week' (0.84),b'Headlining the News This Week: Wix Acquires OpenRest' (0.73),b'Ten interesting things we read this week' (0.72),b'Top Jobs Of The Week In Digital Media' (0.72),b'Top Small Business News This Week: May 17' (0.69),b'Small Business News: Week in Review for July 7' (0.63),b'Our Top Story This Week: A New SBA Administrator is Approved' (0.58)
400,Charitable Startup Finds New Use for Old Cardboard Boxes,b'This Startup is Using Salt to Create an Alternative to Nuclear Energy' (0.75),b'Senate Considering New Visa Program To Encourage Tech Startups' (0.66),b'What NOT to Spend On In Your Startup' (0.61),b'Infosys is using an algorithm to identify its next top-level leaders' (0.60),b'Tech Startup Viddler is a Hometown Success Story' (0.60),b'Spotlight: Helena Tubridy Uses Hypnotherapy to Treat Infertility' (0.60),b'The Hiring Roadmap We Advise for All Our Portfolio Startups' (0.58),"b'VC Firm IvyCap is going into IITs, IIMs and ISB to fund startups.\nYes, Christmas just came early this year' (0.57)",b'When and How to Use Autoresponders' (0.56),b'Consumer Attitudes Indicate a New Year with Old Spending Habits' (0.56)
